0.9,0,30,.3,0,
1,0,16,.1,0,
1,0,13,.1,0,
1.2,0,5,.14,0,
.9,0,1.2,.1,0,
.9,0,3.5,.1,0,
.65,0,2.5,.1,0, 
.35,0,0,.1,0,
.9,0,7,.1,0,
0.35,0,.75,.16,0,
0.55,0,9,.16,0,
.9,0,6.25,.15,0,
